loan_amnt,funded_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,is_inc_v,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,chargeoff_within_12_mths,tax_liens,,
17000,17000, 36 months,17.27%,608.39,D3,1 year,RENT,60000,Not Verified,Charged Off,debt_consolidation,CA,16.52,0,4/26/2001 08:57,0,14,0,18384,96.80%,25,0,0,0,,
3750,3750, 36 months,11.71%,124.04,B3,4 years,RENT,19800,Not Verified,Charged Off,debt_consolidation,CA,16.98,0,4/21/2002 09:21,0,6,0,8101,62.80%,11,0,0,0,,
11000,11000, 60 months,8.90%,227.81,A5,10+ years,RENT,90000,Not Verified,Charged Off,major_purchase,NJ,17.55,0,4/8/1999 09:26,0,10,0,24489,24.70%,27,0,0,0,,
13000,13000, 36 months,14.65%,448.43,C3,6 years,RENT,48000,Source Verified,Charged Off,debt_consolidation,FL,22.13,0,11/22/2000 07:39,3,7,0,6070,88%,18,0,0,0,,
9600,9600, 36 months,15.96%,337.32,C5,4 years,MORTGAGE,228000,Source Verified,Charged Off,other,TX,10.68,0,8/5/1982 07:46,3,5,0,7981,79.80%,10,0,0,0,,
3500,3500, 36 months,12.42%,116.96,B4,7 years,MORTGAGE,32000,Source Verified,Charged Off,debt_consolidation,GA,14.81,0,10/25/2001 07:31,1,11,0,1629,24.30%,26,0,0,0,,
12000,12000, 36 months,6.62%,368.45,A2,10+ years,MORTGAGE,42000,Not Verified,Charged Off,debt_consolidation,MN,19,0,6/24/1996 09:50,0,12,0,15703,29.20%,19,0,0,0,,
12000,12000, 36 months,13.49%,407.17,C1,3 years,RENT,30000,Verified,Charged Off,debt_consolidation,MO,18.64,0,6/15/1992 12:05,0,9,0,17629,63.20%,27,0,0,0,,
11000,11000, 36 months,16.77%,390.93,D2,1 year,RENT,80500,Not Verified,Charged Off,debt_consolidation,TX,16.9,4,3/16/1998 12:37,2,6,0,2515,54.40%,27,0,0,0,,
16000,16000, 60 months,17.27%,399.97,D3,4 years,MORTGAGE,65000,Not Verified,Charged Off,debt_consolidation,MI,22.86,0,6/28/2001 05:02,1,15,1,12562,54.10%,24,0,0,0,,
28000,28000, 36 months,7.90%,876.13,A4,< 1 year,RENT,48000,Verified,Charged Off,debt_consolidation,NC,12.25,0,1/20/1997 07:54,0,9,0,120,0.90%,25,0,0,0,,
9000,9000, 36 months,14.27%,308.79,C2,3 years,RENT,32000,Not Verified,Charged Off,debt_consolidation,CA,5.96,0,9/18/1997 02:26,2,4,1,4692,76.90%,9,1,0,0,,
35000,35000, 60 months,21.67%,960.11,F3,7 years,RENT,100000,Source Verified,Charged Off,debt_consolidation,CA,12.47,0,4/11/1999 02:51,0,10,0,28211,95%,19,0,0,0,,
3600,3600, 36 months,7.90%,112.65,A4,1 year,RENT,38400,Not Verified,Charged Off,home_improvement,OH,24.2,0,7/15/1998 07:35,3,14,0,13592,51.50%,45,0,0,0,,
4500,4500, 36 months,16.29%,158.86,D1,6 years,RENT,55000,Source Verified,Charged Off,debt_consolidation,CA,15.19,0,12/1/2000 01:01,1,4,0,5152,93.50%,25,0,0,0,,
24000,24000, 36 months,14.27%,823.42,C2,6 years,MORTGAGE,110000,Source Verified,Charged Off,debt_consolidation,VA,7.35,0,3/21/2003 09:44,1,9,0,23442,37.80%,21,0,0,0,,
22000,22000, 36 months,9.91%,708.95,B1,5 years,OWN,77000,Source Verified,Charged Off,debt_consolidation,GA,23.31,0,2/10/1999 09:49,0,11,0,20742,63.20%,22,0,0,0,,
5100,5100, 36 months,7.90%,159.59,A4,10+ years,RENT,78500,Source Verified,Charged Off,debt_consolidation,NY,14.95,0,5/16/1998 10:33,0,12,0,32459,55%,24,0,0,0,,
5000,5000, 36 months,18.64%,182.38,E1,2 years,RENT,25068,Not Verified,Charged Off,major_purchase,TX,0,0,1/29/2007 10:12,2,2,0,0,0%,5,0,0,0,,
35000,35000, 60 months,14.27%,819.3,C2,4 years,MORTGAGE,150000,Verified,Charged Off,small_business,WA,11.26,0,4/23/1999 08:34,1,14,0,10722,32.50%,37,0,0,0,,
8000,8000, 36 months,17.27%,286.3,D3,2 years,OWN,33000,Verified,Charged Off,other,NC,24.33,1,8/30/1995 02:10,0,5,0,13620,81.10%,9,0,0,0,,
10000,10000, 36 months,16.77%,355.39,D2,10+ years,RENT,70000,Not Verified,Charged Off,debt_consolidation,MA,13.46,0,4/14/2004 04:27,3,3,0,5973,96.30%,8,0,0,0,,
30000,30000, 60 months,18.64%,772.29,E1,3 years,OWN,68000,Verified,Charged Off,house,NY,17.79,0,1/12/2001 04:42,0,9,1,4072,49.70%,16,1,0,0,,
7000,7000, 36 months,8.90%,222.28,A5,3 years,RENT,45700,Not Verified,Charged Off,debt_consolidation,CA,17.86,0,4/28/1990 05:20,1,12,0,17297,79.70%,18,0,0,0,,
8000,8000, 36 months,14.27%,274.48,C2,10+ years,RENT,55000,Verified,Charged Off,medical,TX,10.76,1,3/26/2002 05:36,1,7,0,7729,48.60%,11,0,0,0,,
5000,5000, 36 months,14.27%,171.55,C2,2 years,MORTGAGE,37440,Verified,Charged Off,renewable_energy,NV,8.81,1,10/19/1974 11:19,1,8,1,0,0%,17,1,0,0,,
5000,5000, 36 months,16.29%,176.51,D1,10+ years,OWN,92000,Verified,Charged Off,debt_consolidation,MD,23.65,0,10/30/1995 01:27,3,7,0,63429,98.60%,15,0,0,0,,
16000,16000, 36 months,11.71%,529.22,B3,2 years,RENT,35000,Source Verified,Charged Off,debt_consolidation,PA,19.32,0,6/25/2002 05:01,0,14,0,11937,75.60%,27,0,0,0,,
24375,24375, 60 months,16.77%,602.78,D2,10+ years,OWN,63600,Verified,Charged Off,debt_consolidation,AL,24.19,0,2/7/2000 05:36,1,14,0,15706,39.80%,47,0,0,0,,
1600,1600, 36 months,12.69%,53.68,B5,7 years,RENT,32000,Not Verified,Charged Off,debt_consolidation,NC,17.18,0,9/7/2005 05:40,1,6,0,2225,79.50%,10,0,0,0,,
3025,3025, 36 months,11.71%,100.06,B3,< 1 year,RENT,16000,Source Verified,Charged Off,credit_card,OH,9.38,0,12/22/2002 06:19,1,4,0,2541,49.80%,6,0,0,0,,
7500,7500, 60 months,20.30%,199.96,E5,4 years,RENT,32004,Source Verified,Charged Off,debt_consolidation,IL,14.92,0,9/3/2006 04:57,1,4,0,1696,99.80%,4,0,0,0,,
7000,7000, 36 months,10.65%,228.02,B2,5 years,MORTGAGE,65000,Not Verified,Charged Off,debt_consolidation,GA,12.26,0,2/13/1993 09:43,1,6,0,21361,90.60%,11,0,0,0,,
16475,16475, 60 months,23.52%,469.38,G3,10+ years,MORTGAGE,44000,Source Verified,Charged Off,debt_consolidation,NY,17.56,0,7/1/2001 12:31,0,12,0,17371,99.70%,17,0,0,0,,
6000,6000, 36 months,8.90%,190.52,A5,10+ years,RENT,120000,Source Verified,Charged Off,credit_card,CA,15.01,0,11/27/1984 12:22,2,14,0,21083,36%,33,0,0,0,,
10000,10000, 36 months,14.27%,343.09,C2,< 1 year,MORTGAGE,54000,Source Verified,Charged Off,debt_consolidation,OH,13.27,0,12/24/1996 01:17,1,13,1,13337,76.60%,32,1,0,0,,
35000,35000, 60 months,18.64%,901.01,E1,9 years,MORTGAGE,220000,Verified,Charged Off,home_improvement,FL,12.08,0,11/25/1980 03:58,1,8,0,14165,80%,22,0,0,0,,
12000,12000, 36 months,14.27%,411.71,C2,10+ years,OWN,75000,Source Verified,Charged Off,debt_consolidation,NJ,19.85,0,3/17/1987 01:57,0,13,0,36016,62.50%,25,0,0,0,,
5000,5000, 36 months,9.91%,161.13,B1,< 1 year,RENT,24000,Not Verified,Charged Off,debt_consolidation,TX,8.65,0,1/31/2007 04:45,0,6,0,4398,74.50%,7,0,0,0,,
35000,35000, 60 months,17.27%,874.93,D3,7 years,MORTGAGE,120000,Verified,Charged Off,debt_consolidation,VA,13.21,0,10/11/2001 01:25,3,18,1,16287,12.40%,43,0,0,0,,
15350,15350, 36 months,16.77%,545.52,D2,7 years,RENT,48000,Source Verified,Charged Off,small_business,SC,21.33,0,12/28/1984 06:26,1,14,0,22221,74.60%,20,0,0,0,,
14000,14000, 36 months,14.65%,482.92,C3,7 years,MORTGAGE,58000,Not Verified,Charged Off,major_purchase,MI,9.64,1,10/14/2004 09:09,1,7,0,18606,90.80%,14,0,0,0,,
35000,35000, 60 months,21.67%,960.11,F3,6 years,OWN,75000,Verified,Charged Off,debt_consolidation,OK,7.6,0,8/21/2003 10:50,1,5,0,3753,62.50%,21,0,0,0,,
12000,12000, 36 months,15.27%,417.58,C4,6 years,RENT,50000,Source Verified,Charged Off,credit_card,CA,15.82,0,12/8/2005 09:17,1,13,0,11307,92.60%,14,0,0,0,,
5000,5000, 36 months,17.27%,178.94,D3,4 years,RENT,48000,Source Verified,Charged Off,debt_consolidation,SC,4.85,0,7/7/2000 10:26,1,2,0,260,86.70%,4,0,0,0,,
7025,7025, 36 months,10.65%,228.83,B2,10+ years,RENT,36000,Not Verified,Charged Off,debt_consolidation,SC,24.53,0,12/10/1999 10:32,1,9,0,12334,89.50%,49,0,0,0,,
16000,16000, 60 months,18.64%,411.89,E1,10+ years,RENT,37000,Verified,Charged Off,credit_card,WI,14.37,0,3/12/2000 06:44,2,12,0,13728,88%,26,0,0,0,,
18000,18000, 60 months,21.28%,489.8,F2,4 years,MORTGAGE,145000,Verified,Charged Off,debt_consolidation,LA,12.76,0,3/29/2002 01:05,1,6,0,13648,94.10%,15,0,0,0,,
7200,7200, 36 months,17.27%,257.67,D3,10+ years,MORTGAGE,70000,Not Verified,Charged Off,credit_card,UT,10.82,0,4/8/2000 03:33,1,7,0,7504,97.50%,16,0,0,0,,
20000,20000, 36 months,8.90%,635.07,A5,9 years,RENT,40000,Verified,Charged Off,small_business,NJ,12.29,0,8/1/2001 05:50,1,11,0,19814,44.50%,21,0,0,0,,
10000,10000, 36 months,10.65%,325.74,B2,7 years,RENT,41000,Not Verified,Charged Off,small_business,NJ,18.82,0,7/27/2002 06:23,0,10,0,9483,63.60%,25,0,0,0,,
8050,8050, 36 months,18.64%,293.62,E1,n/a,OWN,20052,Verified,Charged Off,credit_card,CA,12.15,0,4/17/2004 11:57,0,4,0,5947,97.50%,4,0,0,0,,
30000,30000, 60 months,19.91%,793.32,E4,10+ years,RENT,66000,Verified,Charged Off,debt_consolidation,PA,19.89,0,11/15/1998 03:28,2,7,0,22532,85%,16,0,0,0,,
18000,18000, 60 months,18.64%,463.38,E1,5 years,RENT,41000,Verified,Charged Off,debt_consolidation,NV,12.12,1,11/2/1989 04:53,1,9,0,8860,57.20%,27,0,0,0,,
11200,11200, 36 months,16.77%,398.03,D2,< 1 year,MORTGAGE,45000,Source Verified,Charged Off,debt_consolidation,NY,23.39,0,6/28/1996 06:57,3,8,0,18703,83.10%,12,0,0,0,,
3000,3000, 36 months,7.90%,93.88,A4,10+ years,RENT,65000,Not Verified,Charged Off,credit_card,NY,5.02,0,9/25/2002 10:23,0,5,0,8253,67.10%,13,0,0,0,,
20000,20000, 36 months,16.77%,710.77,D2,10+ years,RENT,56000,Verified,Charged Off,debt_consolidation,PA,16.86,0,12/30/2001 05:36,0,8,0,13411,69.10%,29,0,0,0,,
21000,21000, 60 months,12.69%,474.49,B5,6 years,MORTGAGE,70000,Verified,Charged Off,debt_consolidation,SC,20.85,0,9/21/2003 11:37,0,15,0,8865,40.50%,34,0,0,0,,
5500,5500, 36 months,12.42%,183.79,B4,10+ years,RENT,26400,Not Verified,Charged Off,debt_consolidation,RI,24,0,5/25/1997 12:01,2,7,0,13443,80%,19,0,0,0,,
5000,5000, 36 months,11.71%,165.38,B3,3 years,RENT,46944,Not Verified,Charged Off,major_purchase,CA,12.5,0,2/2/2007 11:57,2,5,0,2596,42.60%,11,0,0,0,,
12500,12500, 36 months,14.27%,428.87,C2,10+ years,MORTGAGE,82500,Source Verified,Charged Off,credit_card,NJ,9.61,0,11/21/1997 12:38,1,10,0,14105,66.80%,22,0,0,0,,
20050,20050, 36 months,12.69%,672.58,B5,10+ years,RENT,44774.4,Source Verified,Charged Off,debt_consolidation,CA,19.65,0,5/30/1996 01:38,1,7,0,9507,74.90%,13,0,0,0,,
15000,15000, 36 months,15.96%,527.06,C5,< 1 year,RENT,60000,Source Verified,Charged Off,debt_consolidation,NC,7.24,0,10/6/2000 12:46,1,4,0,3300,89.20%,10,0,0,0,,
13250,13250, 36 months,7.90%,414.6,A4,< 1 year,RENT,30000,Source Verified,Charged Off,debt_consolidation,CO,22.64,0,3/16/2005 10:43,0,7,0,12957,43.30%,11,0,0,0,,
6625,6625, 36 months,11.71%,219.13,B3,< 1 year,RENT,25000,Verified,Charged Off,debt_consolidation,NC,21.74,0,10/5/1995 08:45,0,9,0,7626,89.70%,22,0,0,0,,
1200,1200, 36 months,7.51%,37.34,A3,< 1 year,MORTGAGE,8400,Not Verified,Charged Off,other,AR,16.57,0,12/8/1988 05:40,1,11,0,4466,9.60%,24,0,0,0,,
16000,16000, 36 months,16.77%,568.62,D2,6 years,MORTGAGE,70000,Verified,Charged Off,debt_consolidation,FL,20.66,0,4/13/2005 07:24,1,11,0,10859,74.70%,18,0,0,0,,
22475,22475, 36 months,11.71%,743.39,B3,1 year,RENT,55000,Verified,Charged Off,credit_card,CA,16.8,0,1/15/1999 06:58,0,11,0,21395,88.80%,27,0,0,0,,
5800,5800, 36 months,11.71%,191.85,B3,n/a,MORTGAGE,18816,Verified,Charged Off,credit_card,MI,20.28,0,1/16/1999 08:24,0,6,0,5082,92.40%,12,0,0,0,,
12000,12000, 36 months,12.42%,400.99,B4,7 years,RENT,58000,Source Verified,Charged Off,credit_card,NY,15.31,0,5/10/1997 06:51,0,8,0,22257,87.30%,13,0,0,0,,
14300,14300, 36 months,10.65%,465.8,B2,10+ years,MORTGAGE,42528,Source Verified,Charged Off,debt_consolidation,SC,24.8,0,7/10/1995 08:05,1,6,0,21057,70.20%,15,0,0,0,,
8325,8325, 36 months,14.65%,287.17,C3,5 years,RENT,20000,Source Verified,Charged Off,credit_card,NY,14.94,0,9/13/1999 11:51,1,4,0,9022,78.50%,8,0,0,0,,
6350,6350, 36 months,10.65%,206.84,B2,4 years,OWN,22000,Not Verified,Charged Off,debt_consolidation,FL,21.56,0,1/11/2000 12:33,0,12,0,7571,54.10%,15,0,0,0,,
16000,16000, 60 months,19.91%,423.11,E4,10+ years,MORTGAGE,88000,Verified,Charged Off,debt_consolidation,IL,23.09,0,3/13/2000 08:26,1,15,0,21273,69.90%,34,0,0,0,,
14000,14000, 36 months,7.90%,438.07,A4,6 years,RENT,71600,Verified,Charged Off,other,NY,11.9,0,2/20/1998 09:49,0,9,0,9269,39.60%,15,0,0,0,,
12275,12275, 36 months,12.42%,410.18,B4,10+ years,MORTGAGE,40000,Not Verified,Charged Off,debt_consolidation,WI,22.08,0,12/29/1990 08:09,3,9,0,20249,59.90%,25,0,0,0,,
8500,8500, 60 months,15.96%,206.53,C5,n/a,RENT,36000,Verified,Charged Off,small_business,NY,12.07,0,1/12/2000 09:01,2,16,0,9397,31.70%,19,0,0,0,,
12600,12600, 36 months,6.03%,383.49,A1,n/a,RENT,25200,Verified,Charged Off,moving,MI,6.38,0,11/9/1994 09:43,0,10,0,34,0.10%,30,0,0,0,,
26000,26000, 60 months,19.91%,687.54,E4,4 years,OWN,78000,Verified,Charged Off,small_business,FL,21.45,0,11/5/2002 01:14,0,14,0,32256,95.50%,51,0,0,0,,
20000,20000, 60 months,22.74%,560.83,G1,4 years,RENT,69000,Verified,Charged Off,house,OH,17.08,3,11/9/1990 01:47,1,11,0,5230,29.90%,14,0,0,0,,
20000,20000, 36 months,8.90%,635.07,A5,n/a,RENT,55000,Verified,Charged Off,debt_consolidation,DE,22.19,0,6/26/1997 02:03,1,11,0,2033,7.40%,33,0,0,0,,
2200,2200, 36 months,16.29%,77.67,D1,7 years,RENT,57000,Not Verified,Charged Off,major_purchase,NJ,15.28,0,8/15/1999 02:04,1,11,0,10262,86.20%,15,0,0,0,,
16200,16200, 60 months,17.27%,404.97,D3,10+ years,MORTGAGE,72000,Verified,Charged Off,debt_consolidation,WA,4.7,0,7/10/2000 03:02,3,4,0,19549,85.70%,6,0,0,0,,
8000,8000, 36 months,11.71%,264.61,B3,6 years,OWN,33000,Not Verified,Charged Off,debt_consolidation,FL,21.16,0,6/9/2006 02:52,0,8,0,9304,41.20%,9,0,0,0,,
7200,7200, 36 months,9.91%,232.02,B1,3 years,RENT,84000,Not Verified,Charged Off,small_business,MI,0.64,0,7/11/1999 08:09,1,2,0,609,8.70%,3,0,0,0,,
27150,27150, 60 months,19.91%,717.96,E4,10+ years,MORTGAGE,70000,Verified,Charged Off,debt_consolidation,PA,18.57,0,9/14/1999 04:03,0,10,0,21414,78.70%,29,0,0,0,,
19525,19525, 60 months,17.27%,488.09,D3,n/a,RENT,45000,Source Verified,Charged Off,debt_consolidation,OH,10.43,0,12/21/1986 05:00,2,10,0,13385,83.10%,14,0,0,0,,
13250,13250, 36 months,10.65%,431.6,B2,1 year,RENT,40000,Verified,Charged Off,credit_card,NJ,24.96,0,11/22/2003 03:22,0,13,0,16192,69.40%,25,0,0,0,,
10000,10000, 36 months,10.65%,325.74,B2,2 years,RENT,26000,Not Verified,Charged Off,debt_consolidation,VA,6.83,0,2/4/2007 03:56,0,5,0,5712,49%,7,0,0,0,,
35000,35000, 36 months,8.90%,1111.37,A5,2 years,MORTGAGE,160000,Source Verified,Charged Off,small_business,OH,18.83,0,10/10/1994 06:14,0,14,0,34378,71.50%,48,0,0,0,,
27550,27550, 36 months,16.29%,972.53,D1,10+ years,MORTGAGE,68000,Source Verified,Charged Off,debt_consolidation,GA,13.22,0,1/21/2004 07:07,0,6,0,14287,87.10%,15,0,0,0,,
14825,14825, 36 months,6.62%,455.19,A2,10+ years,OWN,29000,Not Verified,Charged Off,major_purchase,OH,17.26,0,7/10/2000 08:32,2,9,0,5417,32.80%,39,0,0,0,,
20000,20000, 36 months,8.90%,635.07,A5,7 years,RENT,86000,Verified,Charged Off,major_purchase,CA,4.87,0,7/4/2007 08:57,0,14,0,2857,6%,16,0,0,0,,
10000,10000, 36 months,19.91%,371.18,E4,5 years,MORTGAGE,72000,Not Verified,Charged Off,debt_consolidation,CO,23.35,0,11/8/2000 10:46,1,34,0,19424,41.20%,57,0,0,0,,
5700,5700, 36 months,7.51%,177.34,A3,n/a,OWN,19000,Not Verified,Charged Off,credit_card,NC,24.95,0,6/9/1989 05:28,0,8,0,15901,65.70%,20,0,0,0,,
12250,12250, 60 months,19.03%,317.98,E2,3 years,MORTGAGE,78600,Source Verified,Charged Off,debt_consolidation,TX,23.18,0,4/20/1999 02:53,0,15,0,22493,68.80%,51,0,0,0,,
30000,30000, 36 months,20.30%,1119.5,E5,10+ years,MORTGAGE,81000,Source Verified,Charged Off,debt_consolidation,VA,12.27,1,10/25/1999 08:20,3,8,0,13510,84.40%,29,0,0,0,,
10000,10000, 36 months,11.71%,330.76,B3,4 years,RENT,41500,Not Verified,Charged Off,credit_card,PA,16.71,0,6/6/2001 09:19,0,7,0,12004,58.80%,12,0,0,0,,
11000,11000, 60 months,18.64%,283.18,E1,7 years,MORTGAGE,77000,Source Verified,Charged Off,debt_consolidation,CA,5.5,0,1/2/2004 04:25,0,6,0,13924,83.40%,8,0,0,0,,
20000,20000, 36 months,7.90%,625.81,A4,n/a,MORTGAGE,45000,Verified,Charged Off,debt_consolidation,SC,17.08,0,7/24/1987 08:37,1,11,0,21999,58.40%,16,0,0,0,,
20000,20000, 36 months,13.67%,680.36,B5,10+ years,RENT,72000,Not Verified,Charged Off,credit_card,CA,14.11,0,6/25/1991 09:02,0,7,0,39489,84.40%,11,0,0,0,,
21000,21000, 36 months,11.71%,694.6,B3,7 years,RENT,96000,Source Verified,Charged Off,other,TX,15.21,0,5/5/1990 12:32,0,12,0,26518,90.50%,21,0,0,0,,
5000,5000, 36 months,14.65%,172.48,C3,< 1 year,RENT,150000,Source Verified,Charged Off,debt_consolidation,NY,1.63,1,5/16/2005 12:37,1,9,0,3847,74.50%,18,0,0,0,,
11000,11000, 60 months,22.74%,308.46,G1,8 years,MORTGAGE,100000,Source Verified,Charged Off,home_improvement,AZ,18.01,4,2/6/2001 01:39,1,19,0,17000,84.20%,31,0,0,0,,
9950,9950, 36 months,9.91%,320.64,B1,5 years,MORTGAGE,25000,Not Verified,Charged Off,debt_consolidation,WV,16.67,0,9/8/2006 03:19,0,13,0,12013,67.90%,27,0,0,0,,
6500,6500, 36 months,10.65%,211.73,B2,< 1 year,RENT,34000,Not Verified,Charged Off,credit_card,CO,20.44,0,6/15/2005 03:34,1,8,0,6667,87.70%,22,0,0,0,,
25000,25000, 60 months,16.77%,618.23,D2,10+ years,MORTGAGE,50000,Verified,Charged Off,home_improvement,NM,3.48,0,5/16/2005 03:48,1,10,0,4970,8.20%,22,0,0,0,,
18000,18000, 36 months,15.27%,626.36,C4,7 years,MORTGAGE,61000,Source Verified,Charged Off,debt_consolidation,MI,9.33,1,8/10/2000 05:23,2,8,0,16526,63.10%,20,0,0,0,,
4000,4000, 36 months,18.64%,145.9,E1,n/a,RENT,14232,Not Verified,Charged Off,debt_consolidation,NY,9.7,0,9/21/2005 12:08,0,2,0,1972,98.60%,6,0,0,0,,
15000,15000, 36 months,16.29%,529.51,D1,7 years,MORTGAGE,86400,Source Verified,Charged Off,small_business,MI,16.39,0,3/7/1984 04:50,3,9,0,40291,81%,20,0,0,0,,
20675,20675, 36 months,11.71%,683.85,B3,10+ years,RENT,50000,Verified,Charged Off,debt_consolidation,KS,11.95,0,12/10/1994 08:20,1,10,0,20304,46.30%,19,0,0,0,,
16825,16825, 60 months,17.27%,420.6,D3,4 years,RENT,40000,Not Verified,Charged Off,debt_consolidation,NY,21.06,0,11/14/1999 09:17,0,11,0,15437,78.80%,27,0,0,0,,
9600,9600, 36 months,16.77%,341.17,D2,8 years,OWN,46000,Source Verified,Charged Off,home_improvement,MA,8.27,0,11/7/2006 09:09,0,4,0,1652,78.70%,8,0,0,0,,
10000,10000, 36 months,13.49%,339.31,C1,6 years,MORTGAGE,60000,Source Verified,Charged Off,home_improvement,IL,5.34,0,11/24/1997 09:18,2,8,0,8578,49.90%,17,0,0,0,,
10000,10000, 36 months,15.96%,351.38,C5,10+ years,RENT,61600,Verified,Charged Off,debt_consolidation,NY,24.76,0,10/17/1993 04:04,1,13,0,25813,84.20%,31,0,0,0,,
19800,19800, 60 months,17.27%,494.97,D3,8 years,MORTGAGE,70000,Verified,Charged Off,debt_consolidation,GA,21.58,0,3/14/2000 06:20,1,7,0,8476,90.20%,17,0,0,0,,
20000,20000, 36 months,14.65%,689.89,C3,10+ years,RENT,50000,Source Verified,Charged Off,debt_consolidation,MA,16.75,0,4/8/2001 09:24,3,11,0,12630,44.50%,19,0,0,0,,
35000,35000, 60 months,18.64%,901.01,E1,10+ years,MORTGAGE,120000,Source Verified,Charged Off,small_business,FL,11.16,0,8/12/1997 02:17,1,13,0,35809,69.40%,30,0,0,0,,
24925,24925, 36 months,17.58%,895.86,D4,6 years,RENT,65000,Verified,Charged Off,debt_consolidation,MI,21.21,0,1/8/2001 11:33,2,14,0,27574,73.90%,39,0,0,0,,
4000,4000, 36 months,8.90%,127.02,A5,7 years,MORTGAGE,34000,Not Verified,Charged Off,car,FL,7.06,0,11/25/1997 11:52,0,7,0,7302,80.20%,12,0,0,0,,
35000,35000, 60 months,21.67%,960.11,F3,10+ years,MORTGAGE,132000,Verified,Charged Off,small_business,MI,8.86,0,5/5/1973 01:23,2,11,0,36543,75.80%,26,0,0,0,,
19000,19000, 36 months,7.51%,591.11,A3,2 years,RENT,60000,Source Verified,Charged Off,small_business,AL,11.68,0,12/6/1995 12:33,0,11,0,8725,53.90%,25,0,0,0,,
18225,18225, 60 months,18.25%,465.28,D5,10+ years,MORTGAGE,40000,Verified,Charged Off,debt_consolidation,OH,18.15,0,3/9/2001 12:50,3,7,0,16123,74.30%,20,0,0,0,,
5000,5000, 36 months,20.30%,186.59,E5,n/a,RENT,48000,Source Verified,Charged Off,vacation,CA,14.74,0,2/7/2001 02:25,0,2,0,0,,13,0,0,0,,
1500,1500, 36 months,6.62%,46.06,A2,10+ years,RENT,58296,Not Verified,Charged Off,debt_consolidation,CA,10.6,0,6/7/2001 08:02,0,9,0,19841,58.60%,17,0,0,0,,
9275,9275, 36 months,12.69%,311.13,B5,< 1 year,MORTGAGE,33000,Verified,Charged Off,other,PA,18.62,0,5/13/2000 09:15,3,6,0,7242,92.80%,12,0,0,0,,
25475,25475, 60 months,19.03%,661.26,E2,< 1 year,RENT,60008,Verified,Charged Off,debt_consolidation,FL,21.98,1,3/17/1988 06:02,1,17,0,24081,64%,26,0,0,0,,
25000,25000, 36 months,19.03%,916.78,E2,6 years,RENT,50000,Verified,Charged Off,small_business,WI,7.49,0,12/20/1998 03:18,3,3,1,2756,55.10%,9,1,0,0,,
22000,22000, 60 months,18.55%,565.26,D4,9 years,RENT,50000,Verified,Charged Off,credit_card,CO,11.18,0,8/20/1992 03:03,3,16,0,14664,55.10%,31,0,0,0,,
10000,10000, 36 months,14.65%,344.95,C3,5 years,MORTGAGE,33900,Not Verified,Charged Off,debt_consolidation,SD,13.42,0,6/8/2001 07:36,2,5,0,3199,76.20%,12,0,0,0,,
9000,9000, 36 months,10.65%,293.16,B2,10+ years,OWN,35000,Not Verified,Charged Off,debt_consolidation,OH,10.46,0,11/5/2001 06:59,2,9,0,13539,57.80%,17,0,0,0,,
12000,12000, 36 months,7.90%,375.49,A4,6 years,RENT,49000,Source Verified,Charged Off,debt_consolidation,CA,4.65,0,5/18/2005 12:17,0,7,0,7611,76.90%,14,0,0,0,,
5125,5125, 36 months,7.90%,160.37,A4,8 years,RENT,22000,Source Verified,Charged Off,debt_consolidation,CA,23.73,0,4/25/1998 03:39,0,10,0,8460,56.40%,16,0,0,0,,
10000,10000, 36 months,20.30%,373.17,E5,< 1 year,RENT,168844.92,Not Verified,Charged Off,major_purchase,MD,1.68,0,11/28/2008 09:02,0,5,0,0,,11,0,0,0,,
16000,16000, 60 months,15.27%,382.92,C4,1 year,RENT,45000,Verified,Charged Off,small_business,MO,13.92,0,9/8/1989 03:22,1,5,0,24860,93.80%,15,0,0,0,,
5000,5000, 36 months,6.62%,153.52,A2,2 years,RENT,36000,Not Verified,Charged Off,debt_consolidation,KY,11.2,0,11/17/1993 09:35,2,9,0,225,0.80%,21,0,0,0,,
12000,12000, 36 months,13.49%,407.17,C1,3 years,RENT,75000,Not Verified,Charged Off,credit_card,IL,17.18,0,3/19/2005 09:40,1,8,0,14158,82.70%,22,0,0,0,,
10000,10000, 36 months,18.64%,364.75,E1,8 years,OWN,100000,Source Verified,Charged Off,home_improvement,NC,4.55,0,7/1/2008 12:07,0,4,0,14966,88%,4,0,0,0,,
14800,14800, 36 months,19.91%,549.35,E4,< 1 year,RENT,85000,Source Verified,Charged Off,debt_consolidation,KS,14.91,0,11/26/1997 11:16,2,11,0,18231,58.80%,15,0,0,0,,
22800,22800, 36 months,11.71%,754.14,B3,4 years,MORTGAGE,45000,Verified,Charged Off,small_business,TX,9.65,0,10/5/2007 12:22,5,9,0,1120,5.80%,13,0,0,0,,
18000,18000, 36 months,12.69%,603.81,B5,5 years,RENT,68000,Not Verified,Charged Off,debt_consolidation,NY,21.46,1,5/11/1995 01:12,1,10,0,19194,64.10%,25,0,0,0,,
35000,35000, 60 months,11.71%,773.44,B3,7 years,MORTGAGE,84000,Verified,Charged Off,home_improvement,CA,2.71,0,6/22/2004 03:02,0,7,0,5936,12.70%,14,0,0,0,,
